perfil,cenario,run,Aleatório_custo,Aleatório_cobertura,Aleatório_overlaps,Aleatório_conectividade,PSO_custo,PSO_cobertura,PSO_overlaps,PSO_conectividade,GWO_custo,GWO_cobertura,GWO_overlaps,GWO_conectividade,WOA_custo,WOA_cobertura,WOA_overlaps,WOA_conectividade,SSA_custo,SSA_cobertura,SSA_overlaps,SSA_conectividade,CS_custo,CS_cobertura,CS_overlaps,CS_conectividade
C_rede_prioritaria,100x100_redundante,14,0.2285619860616816,0.6065,18,0.8,0.04077823875876306,0.8737,20,1.0,0.03826839002677274,0.887,20,1.0,0.05009630106015257,0.848,21,1.0,0.08951432091995634,0.7381,26,1.0,0.07276362282244325,0.7799,15,1.0
C_rede_prioritaria,100x100_redundante,15,0.13404646318462213,0.6071,27,1.0,0.043542893775319495,0.8661,18,1.0,0.04310949005736402,0.8716,23,1.0,0.04704019162645856,0.8589,21,1.0,0.08599045537681875,0.7452,23,1.0,0.07464925190896028,0.783,26,1.0
C_rede_prioritaria,100x100_redundante,16,0.38825156584248754,0.5475,31,0.5333,0.031182166059963955,0.9073,25,1.0,0.04336941190649721,0.8766,23,1.0,0.05070748387357284,0.8519,22,1.0,0.09252592489159563,0.722,17,1.0,0.07188342622580529,0.7858,18,1.0
C_rede_prioritaria,100x100_redundante,17,0.21674245871882317,0.5586,22,0.8667,0.04168890396044294,0.8744,23,1.0,0.03690518058064997,0.8904,22,1.0,0.049435635051128204,0.8485,22,1.0,0.0733122127104357,0.7774,17,1.0,0.07350817416556892,0.7806,16,1.0
C_rede_prioritaria,100x100_redundante,18,0.1022446716166164,0.6923,19,1.0,0.05028297319401881,0.8433,19,1.0,0.034674387437838204,0.899,23,1.0,0.053293579359522704,0.8343,16,1.0,0.08192143162434919,0.7659,21,1.0,0.08513219802772624,0.7468,16,1.0
C_rede_prioritaria,100x100_redundante,19,0.11905181912843914,0.6479,19,1.0,0.03758290618596178,0.8851,23,1.0,0.04394127712050498,0.8701,23,1.0,0.05454730419501703,0.8291,17,1.0,0.08022278284544074,0.7612,21,1.0,0.07406689555611541,0.7741,19,1.0
C_rede_prioritaria,100x100_redundante,20,0.24061388779948667,0.5961,30,0.8,0.04437976955202923,0.8604,22,1.0,0.050246334694077265,0.848,22,1.0,0.05446587908659002,0.8343,19,1.0,0.0769967852989954,0.7747,25,1.0,0.08098182133076251,0.7572,17,1.0
C_rede_prioritaria,250x250_escasso,1,0.3589197147135661,0.2549,5,0.8,0.19236583522297807,0.3588,0,1.0,0.19251700680272107,0.3583,0,1.0,0.19255479969765682,0.3582,0,1.0,0.1924036281179138,0.3587,0,1.0,0.19327286470143612,0.3558,0,1.0
C_rede_prioritaria,250x250_escasso,2,0.24344107663453973,0.2649,5,1.0,0.1924981103552532,0.3583,0,1.0,0.19251700680272107,0.3583,0,1.0,0.19255479969765682,0.3582,0,1.0,0.19246031746031744,0.3585,0,1.0,0.19264928193499622,0.3578,0,1.0
C_rede_prioritaria,250x250_escasso,3,0.24037178187460753,0.2722,4,1.0,0.1922713529856387,0.3591,0,1.0,0.19251700680272107,0.3583,0,1.0,0.1924981103552532,0.3583,0,1.0,0.1925192474877636,0.3584,1,1.0,0.1966212319907631,0.3536,3,1.0
